,Country,Track Name,Artist Name,Album Name,Popularity,Date,Markets,Danceability,Acousticness,duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,TSignature,Positiveness
1974,KAZ,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
1997,KAZ,na Circus,FRIENDLY THUG 52 NGG,Cristoforo Colombo,60,2023-11-03,AR,0.811,0.252,190413,0.494,5.87e-06,1,0.0935,-8.24,1,0.304,120.985,4,0.217
1964,KAZ,На грани,JANAGA,На грани,59,2023-07-28,AR,0.83,0.0607,170250,0.576,0.000222,10,0.0666,-7.257,0,0.0413,110.019,4,0.482
1988,KAZ,За любовь,Bakr,За любовь,55,2022-09-30,AR,0.786,0.483,181017,0.64,2.36e-06,1,0.11,-6.668,0,0.0732,118.026,4,0.184
1972,KAZ,Это любовь,Skryptonite,Дом с нормальными явлениями,65,2015,AR,0.358,0.325,279250,0.416,0.356,0,0.173,-10.972,0,0.0596,139.945,3,0.128
1991,KAZ,Про любовь,Xcho,Про любовь,58,2022-07-08,AR,0.767,0.357,141177,0.743,0.0,4,0.86,-6.819,1,0.203,140.018,4,0.516
1953,KAZ,Очи,Bakr,Очи,61,2021-12-03,AR,0.894,0.815,170789,0.548,1.06e-06,5,0.104,-6.839,0,0.0469,114.031,4,0.629
1959,KAZ,Чина,Irina Kairatovna,Чина,62,2023-06-09,AR,0.958,0.0687,189000,0.723,0.000149,9,0.0925,-5.332,0,0.221,120.018,4,0.566
1983,KAZ,Шыда,Жугунусов Мирас,Шыда,53,2021-11-13,AR,0.861,0.327,158250,0.64,2.84e-05,6,0.126,-5.616,1,0.0731,110.058,4,0.569
1973,KAZ,Кеттiк,Irina Kairatovna,Кеттiк,55,2018-08-05,AR,0.866,0.33,149571,0.65,0.000153,11,0.0884,-6.968,0,0.308,105.17,4,0.382
1979,KAZ,Среди сотен дорог,Кот Балу,Среди сотен дорог,57,2021-04-23,AR,0.826,0.772,152000,0.166,0.00766,9,0.184,-15.641,0,0.158,99.996,4,0.306
1993,KAZ,После дождя,V $ X V PRiNCE,Папа,54,2023-06-30,AR,0.777,0.782,169014,0.316,0.00139,9,0.127,-14.394,0,0.15,141.975,4,0.309
1969,KAZ,Особа крутая,Hiro,moonfantom,54,2021-12-17,AR,0.824,0.0694,206653,0.416,0.00374,2,0.095,-9.471,1,0.132,105.034,4,0.445
1989,KAZ,Бедный поэт,Bakr,Бедный поэт,56,2023-02-02,AR,0.828,0.601,186667,0.612,0.0,3,0.119,-5.074,0,0.0791,125.926,4,0.129
1960,KAZ,Эталон красоты,Bakr,Эталон красоты,58,2022-08-19,AR,0.63,0.463,186667,0.551,0.0,1,0.127,-7.425,1,0.271,119.075,5,0.479
1958,KAZ,Сирень,Bakr,Сирень,60,2022-04-29,AR,0.777,0.734,192116,0.498,4.7e-06,0,0.0861,-7.709,0,0.0477,130.008,4,0.222
1954,KAZ,Привет,Bakr,Привет,60,2023-09-01,AR,0.808,0.605,155122,0.49,0.0,3,0.155,-6.293,1,0.123,82.014,4,0.275
1970,KAZ,Крепче,KRBK,Крепче,65,2016-01-05,AR,0.769,0.872,120112,0.31,0.0,9,0.144,-14.249,0,0.372,77.994,4,0.71
1987,KAZ,Космос,Skryptonite,Gazgolder. К тебе,62,2015-03-16,AR,0.522,0.48,227691,0.492,2.49e-06,0,0.528,-12.356,0,0.165,77.656,4,0.551
1966,KAZ,Летали,Ulukmanapo,Летали,58,2021-10-01,AR,0.779,0.51,187200,0.552,0.698,6,0.0896,-5.764,0,0.0489,99.997,4,0.0665
1955,KAZ,Алмата-Семей,Bonapart,Алмата-Семей,59,2018-12-10,AR,0.862,0.137,160508,0.523,0.00455,8,0.292,-4.814,0,0.0694,160.134,4,0.721
1956,KAZ,Вредина,Bakr,Вредина,61,2022-07-01,AR,0.774,0.742,159064,0.638,9.61e-06,8,0.0793,-6.298,0,0.161,144.986,4,0.641
1957,KAZ,Мурашки,V $ X V PRiNCE,NOVЫЙ,59,2022-07-29,AR,0.921,0.264,174316,0.39,0.000114,11,0.109,-13.349,0,0.196,95.005,4,0.788
1990,KAZ,Прощание,Три дня дождя,melancholia,66,2023-10-20,AR,0.479,0.0171,236250,0.614,0.548,6,0.156,-6.932,0,0.0304,96.027,4,0.258
1978,KAZ,Ойлорумда,Bakr,Ойлорумда,55,2021-02-12,AR,0.89,0.568,192219,0.621,0.0,5,0.125,-7.389,0,0.0633,120.043,4,0.379
1951,KAZ,Расстояние,Ulukmanapo,Расстояние,64,2022-05-13,AR,0.608,0.489,180718,0.591,9.01e-06,5,0.0919,-5.312,0,0.0854,84.866,4,0.562
2162,LTU,(It Goes Like) Nanana - Edit,Peggy Gou,(It Goes Like) Nanana,44,2023-09-29,AR,0.671,0.12,231545,0.876,0.188,7,0.0823,-5.681,0,0.0352,129.998,4,0.964
2165,LTU,3D (feat. Jack Harlow),Jung Kook,3D : The Remixes,89,2023-10-02,AR,0.853,0.0322,201812,0.824,0.0,1,0.0859,-3.287,1,0.103,108.044,4,0.888
2183,LTU,Agora Hills,Doja Cat,Scarlet,82,2023-09-20,AR,0.755,0.183,265360,0.687,0.000177,8,0.125,-6.247,0,0.101,123.01,4,0.381
2154,LTU,Apkabink,Jessica Shy,Pasaka,55,2023-03-10,AR,0.836,0.292,134126,0.613,9.78e-06,9,0.134,-6.94,1,0.033,109.939,4,0.905
2178,LTU,Apocalypse,Cigarettes After Sex,Cigarettes After Sex,90,2017-06-09,AR,0.37,0.0205,290617,0.467,0.572,5,0.109,-9.013,1,0.0273,94.485,4,0.182
2187,LTU,As It Was,Harry Styles,Harry's House,95,2022-05-20,AR,0.52,0.342,167303,0.731,0.00101,6,0.311,-5.338,0,0.0557,173.93,4,0.662
2157,LTU,BIZNIS,Proflame,BIZNIS,54,2023-07-12,AR,0.862,0.683,126061,0.429,0.155,3,0.112,-8.942,0,0.201,99.043,4,0.548
2176,LTU,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),94,2023-05-25,AR,0.671,0.0207,176579,0.845,0.0,11,0.329,-4.93,0,0.048,110.056,4,0.775
2161,LTU,Daylight,David Kushner,Daylight,95,2023-04-14,AR,0.508,0.83,212954,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,4,0.324
2164,LTU,Dėl Tavęs,Jessica Shy,Pasaka,50,2023-03-10,AR,0.805,0.475,174340,0.601,9.52e-05,6,0.139,-8.3,0,0.036,106.022,4,0.389
2181,LTU,Flashing Lights,Kanye West,Graduation,89,2007-09-11,AR,0.639,0.0381,237507,0.628,0.0,6,0.386,-7.578,0,0.0399,90.482,4,0.43
2196,LTU,Hate It Or Love It,The Game,The Documentary,85,2005,AR,0.802,0.14,206400,0.785,0.0,9,0.123,-4.781,1,0.207,99.998,4,0.435
2169,LTU,I Wanna Be Yours,Arctic Monkeys,AM,95,2013-09-09,AR,0.464,0.136,183956,0.417,0.022,0,0.0974,-9.345,0,0.0256,67.528,4,0.479
2159,LTU,IDGAF (feat. Yeat),Drake,For All The Dogs,94,2023-10-06,AR,0.663,0.0464,260111,0.67,8.92e-05,8,0.205,-8.399,1,0.271,136.952,4,0.138
2197,LTU,IT GIRL,Aliyah's Interlude,IT GIRL,85,2023-09-30,AR,0.969,0.00822,161760,0.707,0.0,1,0.314,-5.509,1,0.258,124.991,4,0.421
2160,LTU,ITALODISCO,The Kolors,ITALODISCO,83,2023-05-05,AR,0.885,0.00318,199512,0.579,0.0,11,0.0708,-5.14,0,0.0596,123.038,4,0.817
2198,LTU,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),93,2023-10-26,AR,0.596,0.0504,229478,0.658,0.0,0,0.127,-7.346,1,0.036,100.012,4,0.176
2166,LTU,Iš Lėto Leidžiasi Saulė,Jovani,Iš Lėto Leidžiasi Saulė,52,2023-06-23,AR,0.826,0.00102,161250,0.703,0.0165,9,0.0756,-4.956,0,0.0398,128.001,4,0.824
2189,LTU,Ko Tau Reikia,Adrina,Ko Tau Reikia,50,2023-05-09,AR,0.876,0.0732,180984,0.56,0.00137,2,0.121,-10.189,1,0.0733,122.024,4,0.176
2193,LTU,Lay Low,Tiësto,DRIVE,80,2023-04-21,AR,0.705,0.18,140160,0.663,6.74e-06,9,0.0924,-5.289,0,0.0367,124.988,4,0.38
2185,LTU,Lovers Rock,TV Girl,French Exit,90,2014-06-05,AR,0.559,7.53e-06,213920,0.871,0.00545,5,0.096,-5.338,0,0.0397,104.97,4,0.572
2170,LTU,Melodramos,Rokas Yan,Melodramos,39,2023-10-18,AR,0.744,0.344,159000,0.637,1.31e-05,0,0.132,-6.283,0,0.0942,129.924,4,0.643
2158,LTU,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,97,2023-09-15,AR,0.504,0.868,137773,0.308,0.135,9,0.158,-14.958,1,0.0321,113.95,4,0.121
2186,LTU,NUOTYKIS,Proflame,PASAKA,48,2023-01-13,AR,0.817,0.579,161434,0.356,0.0047,11,0.132,-13.342,0,0.376,118.993,4,0.231
2192,LTU,Nun id change,Yeat,AftërLyfe,81,2023-02-24,AR,0.774,0.037,211253,0.577,0.627,2,0.122,-12.132,1,0.107,100.003,4,0.148
2182,LTU,One Of Your Girls,Troye Sivan,Something To Give Each Other,88,2023-10-13,AR,0.629,0.0878,181482,0.654,0.00655,11,0.22,-7.852,0,0.0584,93.034,4,0.799
2155,LTU,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
2175,LTU,Paskendę vyne,Furytto,Paskendę vyne,48,2023-06-29,AR,0.848,0.0329,134045,0.647,4.7e-05,5,0.113,-8.062,0,0.21,86.015,4,0.822
2180,LTU,Pink + White,Frank Ocean,Blonde,91,2016-08-20,AR,0.545,0.667,184516,0.545,5.48e-05,9,0.417,-7.362,1,0.107,159.94,3,0.549
2184,LTU,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd,Popular (Music from the HBO Original Series),92,2023-06-02,AR,0.855,0.0569,215467,0.678,3.69e-05,1,0.412,-6.276,1,0.189,99.029,4,0.852
2152,LTU,Prada,cassö,Prada,94,2023-08-11,AR,0.638,0.001,132359,0.717,1.79e-06,8,0.113,-5.804,1,0.0375,141.904,4,0.422
2188,LTU,Rush,Troye Sivan,Something To Give Each Other,84,2023-10-13,AR,0.743,0.00288,156391,0.837,2.86e-05,5,0.104,-7.634,0,0.0633,126.023,4,0.378
2156,LTU,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,83,2023-11-03,AR,0.79,0.312,183551,0.831,0.0,11,0.0797,-4.185,1,0.044,124.987,4,0.872
2190,LTU,Shut up My Moms Calling,Hotel Ugly,Shut up My Moms Calling,90,2020-02-10,AR,0.485,0.325,164571,0.409,0.0,9,0.103,-10.711,0,0.101,138.419,4,0.376
2194,LTU,Si No Estás,iñigo quintero,Si No Estás,99,2022-09-23,AR,0.537,0.827,184061,0.421,0.0,5,0.138,-8.72,1,0.0285,98.224,4,0.524
2173,LTU,Sprinter,Dave,Sprinter,92,2023-06-01,AR,0.916,0.186,226383,0.583,0.0,1,0.0798,-8.067,1,0.241,141.095,4,0.661
2153,LTU,Standing Next to You,Jung Kook,GOLDEN,93,2023-11-03,AR,0.711,0.0447,206020,0.809,0.0,2,0.339,-4.389,0,0.0955,106.017,4,0.816
2199,LTU,Starboy,The Weeknd,Starboy,94,2016-11-25,AR,0.679,0.141,230453,0.587,6.35e-06,7,0.137,-7.015,1,0.276,186.003,4,0.486
2179,LTU,Stargirl Interlude,The Weeknd,Starboy,88,2016-11-24,AR,0.715,0.353,111627,0.47,0.0923,5,0.104,-12.638,0,0.0772,89.965,4,0.426
2150,LTU,Strangers,Kenya Grace,Strangers,98,2023-09-01,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
2168,LTU,Sweater Weather,The Neighbourhood,I Love You.,93,2013-04-19,AR,0.612,0.0495,240400,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398
2191,LTU,The Color Violet,Tory Lanez,Alone At Prom,89,2021-12-10,AR,0.645,0.157,226467,0.534,0.0,6,0.0863,-10.8,0,0.0479,105.02,4,0.463
2177,LTU,Tyliai Pakuždėk,Jessica Shy,Apkabinti Prisiminimus,50,2022-01-25,AR,0.891,0.206,172000,0.765,0.000491,8,0.0936,-5.843,0,0.0391,119.991,4,0.736
2163,LTU,Water,Tyla,Water,95,2023-07-28,AR,0.673,0.0856,200256,0.722,0.0,3,0.137,-3.495,0,0.0755,117.187,4,0.519
2195,LTU,We Are The People,Empire of the Sun,Walking On A Dream,51,2008-01-01,US,0.666,0.0981,267355,0.785,0.0198,4,0.434,-5.37,0,0.0308,122.973,4,0.549
2174,LTU,Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,90,2013-09-09,AR,0.691,0.0483,161124,0.631,1.13e-05,2,0.104,-6.478,1,0.0368,92.004,4,0.8
2172,LTU,ecstacy (slowed),SUICIDAL-IDOL,ecstacy (slowed),90,2023-06-06,AR,0.551,0.0173,119120,0.677,0.0,2,0.381,-7.311,1,0.0665,106.414,4,0.195
2171,LTU,fukumean,Gunna,a Gift & a Curse,95,2023-06-16,AR,0.847,0.119,125040,0.622,0.0,1,0.285,-6.747,0,0.0903,130.001,4,0.22
2151,LTU,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
2167,LTU,Šokam Lėtai,Jessica Shy,Apkabinti Prisiminimus,50,2022-01-25,AR,0.755,0.256,156000,0.616,6.4e-05,9,0.251,-8.481,0,0.0257,100.014,4,0.509
2119,LVA,(It Goes Like) Nanana - Edit,Peggy Gou,(It Goes Like) Nanana,44,2023-09-29,AR,0.671,0.12,231545,0.876,0.188,7,0.0823,-5.681,0,0.0352,129.998,4,0.964
2121,LVA,9mm,Memphis Cult,Memphis Cult Vol. 6,18,2023-02-23,AR,0.737,0.00322,86710,0.915,2.58e-05,0,0.084,-2.749,1,0.0412,154.964,4,0.304
2144,LVA,Agora Hills,Doja Cat,Scarlet,82,2023-09-20,AR,0.755,0.183,265360,0.687,0.000177,8,0.125,-6.247,0,0.101,123.01,4,0.381
2118,LVA,Another Love,Tom Odell,Long Way Down (Deluxe),92,2013-06-24,AR,0.445,0.695,244360,0.537,1.65e-05,4,0.0944,-8.532,0,0.04,122.769,4,0.131
2141,LVA,Apocalypse,Cigarettes After Sex,Cigarettes After Sex,90,2017-06-09,AR,0.37,0.0205,290617,0.467,0.572,5,0.109,-9.013,1,0.0273,94.485,4,0.182
2136,LVA,As It Was,Harry Styles,Harry's House,95,2022-05-20,AR,0.52,0.342,167303,0.731,0.00101,6,0.311,-5.338,0,0.0557,173.93,4,0.662
2130,LVA,Cruel Summer,Taylor Swift,Lover,99,2019-08-23,AR,0.552,0.117,178427,0.702,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,0.564
2116,LVA,DEGVIELA,Singapūras Satīns,SUPER,40,2023-10-10,AR,0.751,0.249,160000,0.873,0.0,8,0.594,-6.265,1,0.194,134.95,4,0.718
2143,LVA,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),94,2023-05-25,AR,0.671,0.0207,176579,0.845,0.0,11,0.329,-4.93,0,0.048,110.056,4,0.775
2105,LVA,Daylight,David Kushner,Daylight,95,2023-04-14,AR,0.508,0.83,212954,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,4,0.324
2123,LVA,Flashing Lights,Kanye West,Graduation,89,2007-09-11,AR,0.639,0.0381,237507,0.628,0.0,6,0.386,-7.578,0,0.0399,90.482,4,0.43
2126,LVA,Hate It Or Love It,The Game,The Documentary,85,2005,AR,0.802,0.14,206400,0.785,0.0,9,0.123,-4.781,1,0.207,99.998,4,0.435
2111,LVA,Haunted House,Aarne,AA LANGUAGE 2,68,2023-10-27,AR,0.905,0.0349,153600,0.726,0.00963,8,0.138,-4.096,0,0.0543,150.031,4,0.677
2128,LVA,Heartless,Kanye West,808s & Heartbreak,89,2008-11-24,AR,0.79,0.0515,211000,0.647,0.0,10,0.248,-5.983,0,0.136,87.999,4,0.654
2138,LVA,Homecoming,Kanye West,Graduation,85,2007-09-11,AR,0.667,0.337,203493,0.747,0.0,1,0.115,-7.059,1,0.189,86.917,4,0.918
2142,LVA,I KNOW ?,Travis Scott,UTOPIA,92,2023-07-28,AR,0.927,0.0186,211582,0.619,0.0,5,0.104,-4.441,0,0.0539,117.995,4,0.817
2117,LVA,I Wanna Be Yours,Arctic Monkeys,AM,95,2013-09-09,AR,0.464,0.136,183956,0.417,0.022,0,0.0974,-9.345,0,0.0256,67.528,4,0.479
2133,LVA,I'm Good (Blue),David Guetta,I'm Good (Blue),92,2022-08-26,AR,0.561,0.00383,175238,0.965,7.07e-06,7,0.371,-3.673,0,0.0343,128.04,4,0.304
2104,LVA,IDGAF (feat. Yeat),Drake,For All The Dogs,94,2023-10-06,AR,0.663,0.0464,260111,0.67,8.92e-05,8,0.205,-8.399,1,0.271,136.952,4,0.138
2135,LVA,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),93,2023-10-26,AR,0.596,0.0504,229478,0.658,0.0,0,0.127,-7.346,1,0.036,100.012,4,0.176
2122,LVA,JAA MAZAA ES SKAABAIS,$ourJ,JAA MAZAA ES SKAABAIS,44,2023-05-05,AR,0.619,0.0161,123000,0.63,0.0,11,0.155,-9.643,0,0.0882,145.961,4,0.4
2147,LVA,Lovers Rock,TV Girl,French Exit,90,2014-06-05,AR,0.559,7.53e-06,213920,0.871,0.00545,5,0.096,-5.338,0,0.0397,104.97,4,0.572
2139,LVA,Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",84,2012,CA,0.716,0.0703,386907,0.531,0.0,7,0.224,-7.355,1,0.122,71.994,4,0.344
2107,LVA,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,97,2023-09-15,AR,0.504,0.868,137773,0.308,0.135,9,0.158,-14.958,1,0.0321,113.95,4,0.121
2114,LVA,No Role Modelz,J. Cole,2014 Forest Hills Drive,91,2014-12-09,AR,0.69,0.324,292799,0.521,0.0,10,0.0534,-8.492,0,0.339,100.028,4,0.494
2102,LVA,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
2127,LVA,Pink + White,Frank Ocean,Blonde,91,2016-08-20,AR,0.545,0.667,184516,0.545,5.48e-05,9,0.417,-7.362,1,0.107,159.94,3,0.549
2131,LVA,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd,Popular (Music from the HBO Original Series),92,2023-06-02,AR,0.855,0.0569,215467,0.678,3.69e-05,1,0.412,-6.276,1,0.189,99.029,4,0.852
2103,LVA,Prada,cassö,Prada,94,2023-08-11,AR,0.638,0.001,132359,0.717,1.79e-06,8,0.113,-5.804,1,0.0375,141.904,4,0.422
2148,LVA,SPIT IN MY FACE!,ThxSoMch,SPIT IN MY FACE!,86,2022-12-20,AR,0.73,0.0464,147875,0.785,0.0216,8,0.111,-6.512,1,0.0554,94.094,4,0.649
2146,LVA,See You Again (feat. Kali Uchis),"Tyler, The Creator",Flower Boy,92,2017-07-21,AR,0.558,0.371,180387,0.559,7.49e-06,6,0.109,-9.222,1,0.0959,78.558,4,0.62
2124,LVA,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,83,2023-11-03,AR,0.79,0.312,183551,0.831,0.0,11,0.0797,-4.185,1,0.044,124.987,4,0.872
2108,LVA,Standing Next to You,Jung Kook,GOLDEN,93,2023-11-03,AR,0.711,0.0447,206020,0.809,0.0,2,0.339,-4.389,0,0.0955,106.017,4,0.816
2140,LVA,Star Shopping,Lil Peep,Star Shopping,86,2015,AR,0.538,0.0946,142000,0.471,0.0185,4,0.116,-9.84,0,0.0955,93.07,4,0.307
2134,LVA,Starboy,The Weeknd,Starboy,94,2016-11-25,AR,0.679,0.141,230453,0.587,6.35e-06,7,0.137,-7.015,1,0.276,186.003,4,0.486
2132,LVA,Stargirl Interlude,The Weeknd,Starboy,88,2016-11-24,AR,0.715,0.353,111627,0.47,0.0923,5,0.104,-12.638,0,0.0772,89.965,4,0.426
2100,LVA,Strangers,Kenya Grace,Strangers,98,2023-09-01,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
2109,LVA,Sweater Weather,The Neighbourhood,I Love You.,93,2013-04-19,AR,0.612,0.0495,240400,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398
2115,LVA,The Night We Met,Lord Huron,Strange Trails,83,2015-04-07,CA,0.545,0.969,208212,0.366,0.267,2,0.641,-9.51,1,0.0378,86.997,3,0.1
2145,LVA,Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,HEROES & VILLAINS,89,2022-12-02,AR,0.684,0.189,199920,0.671,2.37e-05,7,0.122,-4.392,0,0.0464,88.048,4,0.156
2129,LVA,Uz Seen,Singapūras Satīns,LUKSUS STONKS,45,2022-07-04,AR,0.683,0.00575,204255,0.738,0.0,0,0.665,-6.777,1,0.0315,117.443,4,0.769
2120,LVA,Water,Tyla,Water,95,2023-07-28,AR,0.673,0.0856,200256,0.722,0.0,3,0.137,-3.495,0,0.0755,117.187,4,0.519
2137,LVA,We Are The People,Empire of the Sun,Walking On A Dream,51,2008-01-01,US,0.666,0.0981,267355,0.785,0.0198,4,0.434,-5.37,0,0.0308,122.973,4,0.549
2125,LVA,Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,90,2013-09-09,AR,0.691,0.0483,161124,0.631,1.13e-05,2,0.104,-6.478,1,0.0368,92.004,4,0.8
2112,LVA,ecstacy (slowed),SUICIDAL-IDOL,ecstacy (slowed),90,2023-06-06,AR,0.551,0.0173,119120,0.677,0.0,2,0.381,-7.311,1,0.0665,106.414,4,0.195
2106,LVA,fukumean,Gunna,a Gift & a Curse,95,2023-06-16,AR,0.847,0.119,125040,0.622,0.0,1,0.285,-6.747,0,0.0903,130.001,4,0.22
2101,LVA,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
2149,LVA,na Circus,FRIENDLY THUG 52 NGG,Cristoforo Colombo,60,2023-11-03,AR,0.811,0.252,190413,0.494,5.87e-06,1,0.0935,-8.24,1,0.304,120.985,4,0.217
2113,LVA,Зима в сердце,Moya Mishel,Из цветов и темноты,58,2022-12-16,AR,0.66,0.107,245188,0.763,0.0,5,0.229,-5.101,0,0.0351,108.054,4,0.61
2110,LVA,Прощание,Три дня дождя,melancholia,66,2023-10-20,AR,0.479,0.0171,236250,0.614,0.548,6,0.156,-6.932,0,0.0304,96.027,4,0.258
2237,NLD,"Dance For Me (1, 2, 3) - Stutter Techno",Sonny Wern,"Dance For Me (1, 2, 3) [Stutter Techno]",67,2023-10-06,AD,0.706,0.0505,147895,0.975,0.247,10,0.109,-5.58,0,0.0651,154.993,4,0.319
2219,NLD,(It Goes Like) Nanana - Edit,Peggy Gou,(It Goes Like) Nanana,44,2023-09-29,AR,0.671,0.12,231545,0.876,0.188,7,0.0823,-5.681,0,0.0352,129.998,4,0.964
2241,NLD,0800 HEAVEN,Nathan Dawe,0800 HEAVEN,47,2023-06-09,CA,0.643,0.188,159316,0.833,2.41e-06,6,0.339,-4.109,1,0.1,139.941,4,0.216
2246,NLD,7K Op Je Feestje,Noano,7K op je feestje,70,2023-09-14,AR,0.863,0.00749,130485,0.535,0.0,6,0.136,-8.857,0,0.237,103.051,4,0.391
2231,NLD,All I Want for Christmas Is You,Mariah Carey,Merry Christmas,86,1994-10-28,AR,0.336,0.164,241107,0.627,0.0,7,0.0708,-7.463,1,0.0384,150.273,4,0.35
2215,NLD,Another Love,Tom Odell,Long Way Down (Deluxe),92,2013-06-24,AR,0.445,0.695,244360,0.537,1.65e-05,4,0.0944,-8.532,0,0.04,122.769,4,0.131
2230,NLD,Chemical,Post Malone,Chemical,88,2023-04-14,AR,0.498,0.00136,184013,0.897,0.0,2,0.118,-4.907,1,0.045,169.902,4,0.373
2243,NLD,City Boys,Burna Boy,I Told Them...,84,2023-08-24,AR,0.808,0.0851,153347,0.634,0.0,2,0.127,-6.764,0,0.172,100.03,4,0.569
2213,NLD,Cruel Summer,Taylor Swift,Lover,99,2019-08-23,AR,0.552,0.117,178427,0.702,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,0.564
2226,NLD,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),94,2023-05-25,AR,0.671,0.0207,176579,0.845,0.0,11,0.329,-4.93,0,0.048,110.056,4,0.775
2240,NLD,Daylight,David Kushner,Daylight,95,2023-04-14,AR,0.508,0.83,212954,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,4,0.324
2200,NLD,De Leven,Kevin,De Leven,65,2023-11-02,AR,0.568,0.247,161922,0.506,3.26e-06,8,0.0848,-7.583,0,0.252,114.584,5,0.263
2221,NLD,Desire (with Sam Smith),Calvin Harris,Desire (with Sam Smith),87,2023-07-28,AR,0.587,0.0311,179162,0.924,0.0171,11,0.23,-5.433,0,0.0457,140.009,4,0.509
2233,NLD,Domino,KATNUF,Domino,71,2023-09-15,AR,0.803,0.168,147404,0.517,0.0,11,0.403,-7.587,0,0.0662,104.851,4,0.641
2235,NLD,Engelbewaarder,Marco Schuitmaker,Engelbewaarder,70,2022-09-09,AR,0.799,0.112,196520,0.919,0.0,8,0.105,-4.821,1,0.0398,130.006,3,0.973
2244,NLD,Fast Car,Luke Combs,Gettin' Old,89,2023-03-24,AR,0.712,0.186,265493,0.603,0.0,8,0.115,-5.52,1,0.0262,97.994,4,0.67
2220,NLD,Hartslag Van De Stad,Tino Martin,Hartslag Van De Stad,68,2023-09-28,AR,0.808,0.0919,179026,0.737,0.0,0,0.0881,-5.279,0,0.0346,111.983,4,0.619
2248,NLD,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),93,2023-10-26,AR,0.596,0.0504,229478,0.658,0.0,0,0.127,-7.346,1,0.036,100.012,4,0.176
2222,NLD,Jungle,Alok,Jungle,82,2023-09-22,AR,0.596,0.0524,175500,0.667,0.000109,6,0.205,-5.651,0,0.0295,140.002,4,0.217
2234,NLD,Last Christmas - Single Version,Wham!,The Singles: Echoes from the Edge of Heaven,70,2023-07-07,AR,0.733,0.212,265960,0.598,3.71e-06,2,0.156,-8.228,1,0.0278,107.732,4,0.935
2224,NLD,Loco Loco (feat. Sluwe Ollie),Alessio,Loco Loco (feat. Sluwe Ollie),70,2023-09-28,AR,0.827,0.208,165695,0.664,0.0,1,0.0537,-5.848,1,0.305,141.993,4,0.582
2208,NLD,Lose Control,Teddy Swims,I've Tried Everything But Therapy (Part 1),80,2023-09-15,AR,0.561,0.199,210689,0.604,1.9e-05,9,0.104,-4.409,1,0.0337,159.92,3,0.242
2206,NLD,Monster,Zoë Tauran,Monster,69,2023-10-27,AR,0.699,0.21,174691,0.49,0.0,0,0.389,-7.824,0,0.0631,92.912,3,0.655
2227,NLD,Nickel For Goodbye,Racoon,Nickel For Goodbye,68,2023-08-31,AR,0.694,0.122,231744,0.71,0.0,8,0.0813,-8.308,0,0.0386,117.049,4,0.697
