,Country,Track Name,Artist Name,Album Name,Popularity,Date,Markets,Danceability,Acousticness,duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,TSignature,Positiveness
1270,FIN,Liian moni (feat. VJ),Cledos,euro musik,62,2023-10-20,AR,0.861,0.0201,141081,0.657,2.43e-06,1,0.0648,-4.968,0,0.0513,105.018,4,0.873
1256,FIN,MÄ EN VOI HÄVII,ibe,RÄPPÄRI,58,2023-11-03,AR,0.735,0.16,202774,0.624,0.0,1,0.115,-6.192,1,0.108,130.067,4,0.322
1290,FIN,Maailman ympäri,Costi,Maailman ympäri,62,2023-03-03,AR,0.718,0.103,150488,0.676,0.159,0,0.11,-5.543,0,0.0723,84.046,4,0.611
1292,FIN,Matkalla (Vain elämää kausi 14),Ellinoora,Matkalla (Vain elämää kausi 14),64,2023-09-15,AR,0.631,0.528,210481,0.619,0.0,8,0.152,-8.479,0,0.0421,118.171,4,0.442
1295,FIN,Missaat Mut,Isac Elliot,Missaat Mut,60,2023-07-06,AR,0.641,0.318,114351,0.833,0.00789,7,0.355,-5.302,0,0.0331,94.991,4,0.363
1287,FIN,Oikee mies,Ege Zulu,Oikee mies,64,2023-09-14,AR,0.775,0.0979,185357,0.749,2.5e-05,1,0.292,-4.712,1,0.129,112.042,4,0.648
1259,FIN,Onks mitään parempaa,Lauri Haav,Aino,62,2023-10-26,AR,0.488,0.105,227319,0.815,0.0,7,0.519,-5.133,1,0.467,76.334,4,0.0925
1288,FIN,PATO,ibe,RÄPPÄRI,53,2023-11-03,AR,0.737,0.351,174825,0.709,0.0293,8,0.482,-6.279,0,0.052,162.104,4,0.555
1299,FIN,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
1293,FIN,Pariisin kevät,SHRTY,TÄYDELLINEN AJOITUS,63,2023-05-05,AR,0.819,0.0809,154914,0.733,2.6e-06,8,0.166,-4.164,1,0.0351,115.972,4,0.587
1276,FIN,Prada,cassö,Prada,94,2023-08-11,AR,0.638,0.001,132359,0.717,1.79e-06,8,0.113,-5.804,1,0.0375,141.904,4,0.422
1263,FIN,Rakkauteen,Lauri Haav,Aino,61,2023-10-26,AR,0.49,0.611,188154,0.313,0.0,9,0.0921,-9.539,0,0.0666,116.149,4,0.153
1294,FIN,Reckless,Purplape,Reckless,63,2023-07-21,AR,0.907,0.12,164846,0.449,0.0,11,0.325,-7.088,1,0.353,105.027,4,0.817
1283,FIN,Riivattu,BESS,Riivattu,52,2023-11-02,AR,0.67,7.31e-05,178649,0.9,0.000472,6,0.0597,-5.365,0,0.0542,130.989,4,0.861
1260,FIN,SKYLINE,ibe,RÄPPÄRI,54,2023-11-03,AR,0.804,0.0345,210467,0.626,0.00502,8,0.107,-6.851,1,0.0499,130.028,4,0.446
1297,FIN,Sä et ole hullu - Vain elämää kausi 14,Robin Packalen,Sä et ole hullu (Vain elämää kausi 14),58,2023-10-20,AR,0.662,0.042,171872,0.801,8.37e-06,4,0.206,-5.892,0,0.0434,139.863,4,0.639
1285,FIN,Shanghain valot (feat. Spekti & Annika Eklund),DJ Oku Luukkainen,Shanghain valot (feat. Spekti & Annika Eklund),52,2023-11-03,AR,0.635,0.0239,175543,0.879,0.0,3,0.0892,-3.278,0,0.057,140.999,4,0.642
1298,FIN,Si No Estás,iñigo quintero,Si No Estás,99,2022-09-23,AR,0.537,0.827,184061,0.421,0.0,5,0.138,-8.72,1,0.0285,98.224,4,0.524
1261,FIN,Silkkiin verhoiltuna (feat. jambo),Bee,Hupsis,67,2023-09-15,AR,0.776,0.0618,154099,0.643,0.00231,9,0.0516,-6.54,0,0.0704,134.003,4,0.888
1272,FIN,Sinä 4ever - Vain elämää kausi 14,Robin Packalen,Sinä 4ever (Vain elämää kausi 14),65,2023-09-29,AR,0.788,0.652,201372,0.337,0.0,0,0.216,-9.237,0,0.0449,115.444,1,0.373
1271,FIN,Strangers,Kenya Grace,Strangers,98,2023-09-01,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
1277,FIN,Sua sattuu,Mirella,Sua sattuu,60,2023-10-19,AR,0.676,0.0677,183814,0.733,0.0311,10,0.109,-4.568,0,0.0421,121.997,4,0.362
1262,FIN,Syntymäpäivä! (Vielä KRRAN jee),BEHM,Merkittävät erot,66,2023-09-22,AR,0.803,0.165,186282,0.579,0.0,1,0.0772,-8.988,1,0.0331,126.025,4,0.885
1250,FIN,Taulut (feat. Costi),HUGO,Taulut (feat. Costi),72,2023-09-08,AR,0.743,0.152,197027,0.742,4.55e-05,6,0.37,-5.982,1,0.0721,129.973,4,0.459
1284,FIN,Tulipalo,KUUMAA,Hyvikset ja pahikset,59,2023-03-30,AR,0.74,0.248,183806,0.677,1.96e-05,10,0.13,-7.519,1,0.0286,122.025,4,0.594
1279,FIN,VYYHTI (ettiny aitoo rakkaut),ibe,RÄPPÄRI,50,2023-11-03,AR,0.877,0.106,156000,0.681,0.000286,7,0.0963,-6.535,0,0.117,140.068,4,0.569
1268,FIN,Vahinko,Lauri Haav,Aino,61,2023-10-26,AR,0.567,0.242,214733,0.602,0.0,1,0.644,-4.908,1,0.199,77.112,4,0.457
1275,FIN,Viimeinen tanssi,BEHM,Merkittävät erot,59,2023-09-22,AR,0.681,0.101,222439,0.832,7.98e-06,6,0.26,-5.696,0,0.0287,132.956,4,0.887
1286,FIN,Ylivoimainen,KUUMAA,Hyvikset ja pahikset,59,2023-03-30,AR,0.577,0.0328,181947,0.762,0.0,4,0.248,-5.402,0,0.0648,163.987,4,0.706
1265,FIN,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
1282,FIN,käpy,koira,käpy,60,2023-10-10,AR,0.705,0.637,177839,0.631,0.0,3,0.132,-4.906,1,0.176,81.956,4,0.642
1320,FRA,1 2 3 4,Zokush,SÛR ET CERTAIN,64,2023-06-22,AR,0.825,0.256,180793,0.668,0.0,11,0.113,-7.169,0,0.135,129.983,4,0.557
1326,FRA,Ailleurs,Josman,J.000.$,67,2023-10-28,AR,0.738,0.357,165507,0.593,0.0,10,0.11,-8.461,0,0.28,72.494,4,0.477
1341,FRA,All for U (Ameyatchi),King Serenity,All for U (Ameyatchi),73,2023-06-14,AR,0.884,0.168,165564,0.629,0.0032,2,0.0494,-5.514,0,0.0416,108.026,4,0.869
1328,FRA,Another Love,Tom Odell,Long Way Down (Deluxe),92,2013-06-24,AR,0.445,0.695,244360,0.537,1.65e-05,4,0.0944,-8.532,0,0.04,122.769,4,0.131
1319,FRA,Arranca (feat. Omega),Becky G,Arranca (feat. Omega),81,2023-03-10,AR,0.931,0.0378,166529,0.793,4.63e-06,0,0.0748,-4.666,0,0.133,117.999,4,0.856
1340,FRA,Avec Toi,OBOY,OMEGA,73,2019-07-12,AR,0.661,0.457,193813,0.666,0.0,10,0.13,-5.932,0,0.0277,92.475,4,0.381
1349,FRA,BALLE DANS LE COEUR,Ikaz Boi,BRUT4L,70,2023-09-29,AR,0.71,0.0467,160307,0.591,1.25e-06,7,0.436,-9.802,0,0.0723,120.004,4,0.55
1308,FRA,Bolide allemand,SDM,Liens du 100,80,2022-12-02,AR,0.718,0.441,176747,0.643,0.0,4,0.113,-7.473,0,0.16,131.825,4,0.645
1342,FRA,Boyz In Paris (with VINAI),Marnik,Boyz In Paris (with VINAI),83,2023-07-28,AR,0.554,0.0326,151590,0.968,4.2e-05,1,0.304,-4.178,1,0.0695,74.465,4,0.415
1304,FRA,Casanova,Soolking,Casanova,86,2023-07-06,AR,0.801,0.677,189091,0.832,2.86e-05,7,0.117,-4.579,0,0.208,132.044,4,0.758
1339,FRA,Celui qui part,Joseph Kamel,Miroirs,45,2023-10-27,AR,0.596,0.246,156413,0.863,0.0,1,0.0683,-4.929,0,0.0414,150.134,3,0.66
1327,FRA,Chemin d'or,Werenoi,Carré,75,2023-03-10,AR,0.696,0.354,212093,0.607,0.0,11,0.159,-6.72,0,0.152,91.452,3,0.392
1346,FRA,DIE,Gazo,KMT,75,2022-07-01,AR,0.695,0.229,240413,0.63,0.0,8,0.118,-7.16,0,0.035,130.968,4,0.55
1325,FRA,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),94,2023-05-25,AR,0.671,0.0207,176579,0.845,0.0,11,0.329,-4.93,0,0.048,110.056,4,0.775
1316,FRA,Daylight,David Kushner,Daylight,95,2023-04-14,AR,0.508,0.83,212954,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,4,0.324
1337,FRA,Demain,PLK,2069',74,2023-04-13,AR,0.726,0.272,183013,0.675,0.0,1,0.121,-8.251,1,0.16,137.954,4,0.846
1343,FRA,Desire (with Sam Smith),Calvin Harris,Desire (with Sam Smith),87,2023-07-28,AR,0.587,0.0311,179162,0.924,0.0171,11,0.23,-5.433,0,0.0457,140.009,4,0.509
1335,FRA,Emorio,Trinix,Emorio,76,2023-04-28,AR,0.669,0.0886,163840,0.718,0.4,9,0.341,-7.782,0,0.0438,120.955,4,0.615
1303,FRA,FLASHBACK,Favé,IL LE FALLAIT,69,2023-10-13,AR,0.762,0.39,176120,0.564,0.0,6,0.0654,-6.934,0,0.088,141.938,4,0.744
1338,FRA,FLEURS (feat. Tiakola),Gazo,KMT,74,2022-07-01,AR,0.673,0.268,210933,0.636,0.0,10,0.108,-7.431,1,0.0771,127.021,4,0.438
1315,FRA,Gimme Love,Sia,Gimme Love,81,2023-09-13,AR,0.284,0.00335,214067,0.755,0.00195,1,0.103,-3.145,0,0.05,93.384,4,0.199
1334,FRA,J'fais que danser,Jul,J'fais que danser,63,2023-11-03,AR,0.769,0.431,173587,0.622,0.0,4,0.0842,-8.066,0,0.155,95.914,4,0.425
1329,FRA,LA RUE,No Limit,LA RUE,75,2023-06-05,AR,0.713,0.348,225137,0.59,1.99e-06,2,0.123,-8.651,0,0.196,138.065,4,0.578
1302,FRA,LAISSE MOI,KeBlack,LAISSE MOI,81,2023-09-08,AR,0.765,0.456,168620,0.717,1.01e-05,10,0.126,-7.877,0,0.349,120.025,4,0.695
1321,FRA,La League,Werenoi,La League,74,2021-03-03,AR,0.819,0.873,173428,0.675,0.00013,4,0.14,-7.198,0,0.137,104.095,3,0.542
1313,FRA,Laboratoire,Werenoi,Carré,78,2023-03-10,AR,0.801,0.463,162840,0.604,0.00378,5,0.111,-6.525,0,0.21,125.024,4,0.534
1348,FRA,Le feu,Kendji Girac,L'école de la vie,72,2022-11-11,AR,0.667,0.261,237160,0.746,0.0,1,0.0566,-4.175,1,0.0451,88.038,4,0.549
1330,FRA,Les Flammes,Josman,J.000.$,69,2023-10-28,AR,0.795,0.239,193333,0.584,0.0,2,0.0801,-6.726,0,0.316,143.951,4,0.686
1310,FRA,Meridian,Dave,Meridian & Special,75,2023-08-25,AR,0.897,0.169,255160,0.665,4.02e-05,4,0.217,-4.718,0,0.0713,115.05,4,0.601
1314,FRA,Meuda,Tiakola,Mélo,78,2022-05-27,AR,0.724,0.508,152547,0.593,0.0,9,0.196,-6.498,1,0.0766,141.901,4,0.624
1347,FRA,Mucho cuir,Rsko,Memory,61,2023-11-03,AR,0.745,0.249,185813,0.63,0.0,8,0.119,-6.643,0,0.158,126.978,4,0.643
1323,FRA,No love,Ninho,NI,76,2023-06-30,AR,0.668,0.174,202187,0.436,0.0,8,0.0951,-7.932,0,0.391,80.431,4,0.363
1318,FRA,Nouvelles,PLK,2069',76,2023-04-13,AR,0.536,0.011,179653,0.655,0.000498,11,0.106,-7.636,0,0.22,196.007,4,0.434
1322,FRA,Overdrive (feat. Norma Jean Martine),Ofenbach,Overdrive (feat. Norma Jean Martine),76,2023-10-06,AR,0.611,0.00257,155905,0.757,0.0,6,0.058,-3.546,1,0.03,126.963,4,0.279
1309,FRA,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
1300,FRA,Petit génie,Jungeli,Petit génie,15,2023-08-04,AR,0.794,0.103,217260,0.578,1.24e-05,1,0.363,-5.932,0,0.25,126.032,4,0.967
1331,FRA,Popcorn Salé,SANTA,Popcorn Salé,72,2022-03-25,AR,0.355,0.881,238653,0.29,0.00374,3,0.106,-8.182,1,0.0338,168.345,4,0.0859
1317,FRA,Prada,cassö,Prada,94,2023-08-11,AR,0.638,0.001,132359,0.717,1.79e-06,8,0.113,-5.804,1,0.0375,141.904,4,0.422
1344,FRA,Problèmes de Riche,Josman,J.000.$,68,2023-10-28,AR,0.755,0.182,192000,0.579,0.0,5,0.181,-6.434,1,0.316,74.982,4,0.614
1336,FRA,SEYA,GIMS,LES DERNIÈRES VOLONTÉS DE MOZART (SYMPHONY),66,2023-10-05,AR,0.798,0.219,188485,0.681,0.00197,10,0.137,-4.818,0,0.0722,101.005,4,0.434
1306,FRA,Saiyan,Heuss L'enfoiré,Chef D'orchestre,76,2023-06-30,AR,0.775,0.353,189840,0.808,4.17e-05,7,0.207,-4.568,0,0.0353,125.013,4,0.638
1345,FRA,Shavkat,Freeze corleone,ADC,70,2023-09-11,AR,0.626,0.0709,219866,0.73,0.0,1,0.0964,-7.154,1,0.295,111.261,3,0.511
1301,FRA,Si No Estás,iñigo quintero,Si No Estás,99,2022-09-23,AR,0.537,0.827,184061,0.421,0.0,5,0.138,-8.72,1,0.0285,98.224,4,0.524
1332,FRA,Solitaire,Werenoi,Telegram,73,2022-10-28,AR,0.753,0.151,146441,0.717,0.00258,1,0.0988,-8.438,0,0.0384,117.952,4,0.601
1311,FRA,Strangers,Kenya Grace,Strangers,98,2023-09-01,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
1312,FRA,Tattoo,Loreen,Tattoo,89,2023-02-25,AR,0.545,0.243,183375,0.779,1.66e-06,3,0.123,-6.235,0,0.0751,150.002,4,0.303
1333,FRA,The Magic Key,Trinix,The Magic Key,76,2023-04-07,AR,0.89,0.00989,171211,0.725,0.00153,3,0.0954,-5.213,1,0.0469,122.004,4,0.762
1307,FRA,Vois sur ton chemin - Techno Mix,BENNETT,Vois sur ton chemin (Techno Mix),91,2023-08-04,AR,0.634,0.0908,178156,0.824,0.0711,2,0.119,-3.394,0,0.047,137.959,4,0.371
1324,FRA,Water,Tyla,Water,95,2023-07-28,AR,0.673,0.0856,200256,0.722,0.0,3,0.137,-3.495,0,0.0755,117.187,4,0.519
1305,FRA,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
1388,GRC,19,Kidd,19,64,2023-09-24,AR,0.695,0.455,182496,0.435,0.0,5,0.193,-8.05,1,0.0855,91.045,4,0.458
1365,GRC,90s,Light,90s,67,2023-09-15,AR,0.563,0.03,174412,0.765,0.0,1,0.304,-5.767,1,0.288,101.973,4,0.698
1377,GRC,9MM,RACK,9MM,66,2023-06-19,AR,0.81,0.0945,141031,0.814,0.015,1,0.108,-6.116,0,0.0646,96.973,4,0.655
1372,GRC,AGAPI - Remix,Sigma,AGAPI (Remix),66,2023-05-08,AR,0.68,0.19,180645,0.676,0.0,2,0.108,-8.265,0,0.131,92.956,4,0.486
1353,GRC,ANASAINO KAI ZALIZOMAI,LILA,ANASAINO KAI ZALIZOMAI,69,2023-10-11,AR,0.771,0.393,165000,0.773,0.0,4,0.295,-5.752,0,0.0438,127.987,4,0.667
1361,GRC,ATOUTALER,LILA,ATOUTALER,68,2023-07-11,AR,0.787,0.564,142031,0.632,3.29e-06,10,0.0819,-7.138,0,0.0623,98.002,4,0.703
1378,GRC,Barbie,ROPEX LATERIO,Barbie,62,2023-10-11,AR,0.815,0.408,126682,0.62,0.000128,5,0.149,-7.045,0,0.0524,109.977,4,0.837
1384,GRC,Blue Iguana,Hawk,5D,65,2023-05-25,AR,0.928,0.178,102222,0.741,0.202,11,0.33,-9.145,0,0.256,107.972,4,0.264
1391,GRC,CASTELLANO,Dani Gambino,Epikindinoi Polites,62,2023-03-16,AR,0.73,0.253,251429,0.791,0.0,11,0.225,-11.003,0,0.148,146.926,4,0.685
1366,GRC,DEJA VU,LILA,DEJA VU,67,2023-05-09,AR,0.55,0.514,157182,0.705,0.0,5,0.103,-5.895,0,0.225,126.684,5,0.383
1383,GRC,De Me Ksereis Kala,Wang,De Me Ksereis Kala,64,2023-06-21,AR,0.648,0.732,185000,0.555,0.0,8,0.161,-10.105,1,0.112,118.199,4,0.323
1389,GRC,Esy,Light,Esy,63,2023-06-30,AR,0.783,0.154,214950,0.506,0.0,4,0.104,-6.885,0,0.0497,99.976,4,0.38
1359,GRC,Euro Gangsta,Mad Clip,Euro Gangsta,68,2023-10-20,AR,0.78,0.0058,159341,0.85,0.0,1,0.12,-5.056,1,0.0351,122.043,4,0.115
1374,GRC,FEMINISTIS,Bossikan,FEMINISTIS,66,2023-08-25,AR,0.512,0.311,187500,0.748,0.0,4,0.189,-5.787,1,0.328,96.269,4,0.862
1385,GRC,Floga,Anastasia,Efhi,62,2023-06-16,AR,0.622,0.0887,179113,0.619,0.0,3,0.258,-6.45,0,0.0694,93.084,4,0.231
1354,GRC,G63,TOQUEL,G63,73,2023-10-13,AR,0.674,0.231,204950,0.592,0.0,1,0.0916,-9.392,1,0.411,149.742,4,0.559
1357,GRC,GIPSY TRAP,Lava,GIPSY TRAP,56,2023-11-01,AR,0.82,0.111,177600,0.621,0.000839,4,0.0919,-7.932,0,0.0447,100.026,4,0.447
1369,GRC,IBRA,SNIK,IBRA,69,2023-10-11,AR,0.622,0.111,139353,0.759,0.0,9,0.13,-1.441,1,0.229,90.728,4,0.275
1399,GRC,Idrogeios,Wang,Idrogeios,61,2023-03-01,AR,0.498,0.814,170909,0.327,0.0,8,0.223,-13.447,0,0.39,83.543,4,0.337
1373,GRC,Jimmy Choo,Roi 6/12,Stripclub - Jimmy Choo,67,2023-08-31,AR,0.767,0.113,159281,0.538,1.01e-05,11,0.119,-10.159,1,0.0968,93.05,4,0.752
1376,GRC,KAPOTE,Kidd,KAPOTE,65,2023-03-23,AR,0.735,0.432,158433,0.637,4.07e-05,10,0.112,-9.801,0,0.0358,124.98,4,0.523
1364,GRC,KOITA ME,Lava,KOITA ME,67,2023-08-28,AR,0.785,0.0936,126750,0.688,0.0,0,0.275,-7.176,1,0.0586,99.998,4,0.393
1381,GRC,Katse Kala,RICTA,Katse Kala,65,2023-08-07,AR,0.606,0.436,166700,0.769,0.0,3,0.166,-5.138,1,0.266,101.178,4,0.683
1368,GRC,MADONNA,Roi 6/12,MADONNA,66,2023-10-02,AR,0.879,0.298,139446,0.514,0.000402,11,0.107,-11.154,1,0.0627,104.974,4,0.637
1392,GRC,MAYBACH,Strat,MAYBACH,62,2023-10-05,AR,0.737,0.381,134694,0.723,1.06e-05,7,0.108,-6.867,1,0.0618,98.0,4,0.743
1358,GRC,ME N U,RACK,ME N U,70,2023-08-14,AR,0.826,0.29,165000,0.667,0.00446,7,0.124,-6.665,0,0.0669,120.076,4,0.833
1363,GRC,MI TESORO,Saske,MI TESORO,67,2023-07-05,AR,0.742,0.149,112212,0.739,0.0,6,0.219,-10.224,0,0.222,106.068,4,0.552
1386,GRC,MONOS,Kidd,MONOS,65,2023-07-27,AR,0.739,0.523,155467,0.608,0.0,5,0.0841,-4.975,1,0.0562,99.923,4,0.265
1355,GRC,MONROE,Hawk,MONROE,70,2023-09-21,AR,0.894,0.144,149773,0.457,3.98e-06,11,0.0829,-9.046,0,0.332,97.981,4,0.453
1397,GRC,Marijuana,Alecc,Marijuana,52,2023-11-02,AR,0.895,0.128,133729,0.701,0.00237,8,0.055,-5.655,1,0.0619,117.917,4,0.682
1395,GRC,Mavromalla,Kidd,Mavromalla,64,2023-07-13,AR,0.709,0.258,146000,0.95,0.0,11,0.0804,-3.761,0,0.0669,105.04,4,0.399
1394,GRC,Mina Ögon /Ta Matia Moy,Nineb Youk,Mina Ögon /Ta Matia Moy,65,2023-08-11,AR,0.747,0.255,180645,0.587,0.0,7,0.13,-8.043,0,0.183,92.951,4,0.552
1350,GRC,NA PAS,Kidd,NA PAS,69,2023-10-26,AR,0.698,0.21,151385,0.85,0.0,5,0.144,-6.691,0,0.175,130.027,4,0.711
1360,GRC,No Sleep,Light,No Sleep,70,2023-08-11,AR,0.752,0.37,214935,0.714,0.0,8,0.234,-6.604,0,0.0376,122.911,4,0.681
1351,GRC,OAED,SNIK,OAED,69,2023-10-27,AR,0.814,0.144,158981,0.73,0.0,1,0.142,-3.946,1,0.0601,157.023,4,0.294
1362,GRC,Ola Kala,Trannos,Ola Kala,63,2023-10-25,AR,0.94,0.146,186429,0.921,0.0,0,0.0539,-4.522,0,0.0595,140.039,4,0.968
1396,GRC,Oulala,Mente Fuerte,Oulala,63,2023-02-13,AR,0.725,0.185,169613,0.758,0.00034,7,0.0992,-7.198,0,0.058,112.008,4,0.422
1371,GRC,PRONTO,Tugan,STILL ARISE,64,2022-12-01,AR,0.841,0.336,186240,0.491,2.52e-06,7,0.269,-9.141,1,0.337,120.832,4,0.452
1393,GRC,Pes,ZAF,Pes,61,2023-06-23,AR,0.468,0.322,182400,0.554,0.0,4,0.111,-6.554,0,0.0453,148.857,3,0.295
1367,GRC,Porselani,Immune,Porselani,56,2023-11-02,AR,0.802,0.096,206400,0.933,0.0,1,0.0968,-6.49,1,0.282,99.997,4,0.728
1352,GRC,SOS,Kidd,SOS,70,2023-10-18,AR,0.721,0.616,170323,0.621,0.000551,6,0.106,-8.261,0,0.134,124.03,4,0.358
1370,GRC,SPITI,SIDARTA,SPITI,64,2023-10-26,AR,0.693,0.468,242697,0.68,1e-06,2,0.118,-7.408,0,0.0661,88.888,4,0.351
1387,GRC,Sagapw,Bossikan,Sagapw,64,2023-06-09,AR,0.785,0.228,188411,0.5,5.98e-06,5,0.115,-11.756,0,0.113,107.003,4,0.387
1390,GRC,Si No Estás,iñigo quintero,Si No Estás,99,2022-09-23,AR,0.537,0.827,184061,0.421,0.0,5,0.138,-8.72,1,0.0285,98.224,4,0.524
1379,GRC,Simadi,Anastasia,Efhi,65,2023-06-16,AR,0.877,0.24,177150,0.531,0.0,4,0.053,-5.327,0,0.0573,99.98,4,0.269
1382,GRC,Ton Kosmo Girizo,Bloody Hawk,Ton Kosmo Girizo,65,2023-09-20,AR,0.768,0.153,175842,0.671,0.0,1,0.133,-8.102,0,0.272,101.139,4,0.583
1356,GRC,WHO'S NEXT,RICTA,WHO'S NEXT,59,2023-11-02,AR,0.714,0.499,172138,0.755,0.00189,0,0.138,-8.525,1,0.459,145.058,4,0.386
1375,GRC,WKEANOUS,RACK,WKEANOUS,66,2023-07-24,AR,0.695,0.0801,150857,0.789,0.00287,8,0.079,-8.12,0,0.0887,105.033,4,0.444
1398,GRC,Zero,Dirty Harry,Holidays,62,2023-08-04,AR,0.794,0.079,130167,0.529,0.0,1,0.0849,-6.594,1,0.0649,89.987,4,0.164
1380,GRC,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
1503,HKG,"Dear My Friend,",Keung To,"Dear My Friend,",66,2021-08-06,AR,0.646,0.723,232008,0.452,0.0,0,0.117,-8.152,1,0.0307,94.566,4,0.266
1511,HKG,3D (feat. Jack Harlow),Jung Kook,3D : The Remixes,89,2023-10-02,AR,0.853,0.0322,201812,0.824,0.0,1,0.0859,-3.287,1,0.103,108.044,4,0.888
1518,HKG,Baddie,IVE,I'VE MINE,83,2023-10-13,AR,0.736,0.0459,154360,0.678,5.46e-06,5,0.104,-4.503,1,0.0464,160.045,4,0.757
1517,HKG,Cruel Summer,Taylor Swift,Lover,99,2019-08-23,AR,0.552,0.117,178427,0.702,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,0.564
1543,HKG,Distance (Mandarin Version),陳卓賢 Ian,Distance (Mandarin Version),61,2023-09-01,AR,0.394,0.211,200497,0.771,0.0,1,0.117,-5.3,1,0.227,75.111,1,0.579
1548,HKG,Ditto,NewJeans,Ditto,85,2022-12-19,AR,0.814,0.027,185507,0.641,0.0,6,0.0993,-5.957,0,0.111,133.854,4,0.183
1501,HKG,Dummy,Keung To,Dummy,74,2023-05-29,AR,0.631,0.11,246144,0.865,0.0,3,0.0866,-4.415,0,0.221,172.716,4,0.51
1538,HKG,Hate You,Jung Kook,GOLDEN,85,2023-11-03,AR,0.419,0.862,154237,0.274,0.0,2,0.092,-9.321,1,0.0314,79.595,4,0.25
1546,HKG,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),93,2023-10-26,AR,0.596,0.0504,229478,0.658,0.0,0,0.127,-7.346,1,0.036,100.012,4,0.176
1529,HKG,Love Me Again,V,Layover,90,2023-08-11,AR,0.633,0.183,182293,0.607,1.38e-06,0,0.167,-6.182,0,0.0532,74.029,4,0.363
1521,HKG,MONEY,Anson Lo 盧瀚霆,MONEY,61,2023-02-22,AR,0.729,0.0758,202538,0.774,0.0,2,0.0637,-3.246,1,0.107,99.999,4,0.416
1510,HKG,Nah,Anson Lo 盧瀚霆,Nah,65,2023-06-12,AR,0.644,0.073,233188,0.855,0.0,5,0.132,-3.426,0,0.248,155.93,4,0.67
1504,HKG,ON,Anson Lo 盧瀚霆,ON,68,2023-10-04,AR,0.713,0.136,200028,0.866,0.0,5,0.0926,-3.852,0,0.0792,125.049,4,0.62
1540,HKG,Off The Record,IVE,Off The Record,79,2023-10-06,AR,0.767,0.101,188733,0.745,0.0,10,0.192,-5.338,1,0.0449,107.984,4,0.842
1535,HKG,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
1507,HKG,Perfect Night,LE SSERAFIM,Perfect Night,87,2023-10-27,AR,0.697,0.1,159080,0.82,0.0,5,0.0631,-4.502,1,0.0308,136.054,4,0.502
1547,HKG,Please Don't Change (feat. DJ Snake),Jung Kook,GOLDEN,84,2023-11-03,AR,0.797,0.164,146685,0.743,1.2e-06,11,0.164,-6.005,1,0.174,114.878,4,0.768
1533,HKG,Queencard,(G)I-DLE,I feel,85,2023-05-15,AR,0.815,0.0327,161240,0.834,0.000268,4,0.27,-2.828,0,0.0475,129.989,4,0.692
1502,HKG,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,83,2023-11-03,AR,0.79,0.312,183551,0.831,0.0,11,0.0797,-4.185,1,0.044,124.987,4,0.872
1528,HKG,Slow Dancing,V,Layover,96,2023-09-08,AR,0.579,0.257,187027,0.63,0.00462,8,0.0986,-7.758,1,0.058,155.96,4,0.552
1505,HKG,Standing Next to You,Jung Kook,GOLDEN,93,2023-11-03,AR,0.711,0.0447,206020,0.809,0.0,2,0.339,-4.389,0,0.0955,106.017,4,0.816
1527,HKG,Super Shy,NewJeans,NewJeans 'Super Shy',92,2023-07-07,AR,0.776,0.18,154667,0.817,3.44e-05,5,0.146,-6.018,0,0.0748,149.921,4,0.515
1544,HKG,TOO MUCH,The Kid LAROI,TOO MUCH,92,2023-10-19,AR,0.758,0.252,203939,0.703,0.0,10,0.146,-5.979,0,0.172,94.985,4,0.465
1549,HKG,The Astronaut,JIN,The Astronaut,87,2022-10-28,AR,0.54,0.00446,282463,0.761,2.5e-06,5,0.137,-5.356,1,0.0311,124.988,4,0.215
1531,HKG,Yes or No,Jung Kook,GOLDEN,85,2023-11-03,AR,0.671,0.179,147557,0.839,0.0,1,0.0748,-2.645,1,0.0866,83.845,4,0.882
